707.08,2.12,0.19,0.11,10.21,7.02,5.86,8
878.13,1.09,0.15,0.09,12.74,7.25,4.46,10
1917.55,2.56,0.17,0.03,24.76,7.52,9.01,2
713.53,4.6,0.03,0.04,29.43,7.64,6.46,8
401.01,5.12,0.18,0.03,12,7.75,9.1,6
680.12,6.68,0.06,0.15,11.99,7.9,6.65,8
1201.86,3.3,0.04,0.09,13.2,7.41,7.52,10
1680.37,1.02,0.01,0.16,28.7,7.06,8.44,5
1150.41,1.16,0.09,0.16,16.41,7.48,2.56,10
854.17,7.76,0.05,0.03,24.2,7.02,3.23,10
1162.3,1.12,0.18,0.14,23.15,7.31,8.87,9
1343.01,1.14,0.14,0.02,12.9,7.62,3.7,9
48.33,5.55,0.06,0.19,15.48,7.11,7.41,0
1713.88,6.86,0.08,0.05,23.32,7.64,9.63,4
877.08,5.4,0.07,0.11,22.67,7.68,3.63,9
1611.98,4.74,0.2,0.2,26.79,7.27,2.69,5
1855.84,5.97,0.13,0.01,10.09,7.18,2.36,2
254.22,4.95,0.19,0.07,14.37,7.65,8.96,4
353.73,1.62,0.04,0.08,11.89,7.7,4.16,5
378.43,7.14,0.17,0.16,23.91,7.97,3.84,6
1381.2,3.87,0.15,0.03,10.82,7.54,6.47,8
1517.79,1.02,0.08,0.11,28.93,7.59,3.89,7
290.97,5.07,0.16,0.18,21.61,7.01,5.07,3
1837.19,6.45,0.16,0.05,25.33,7.51,4.63,3
1806.31,7.77,0.14,0.05,14.09,7.13,6.18,2
1895.09,5.13,0.16,0.1,19.6,7.72,6.53,2
1080.35,7.38,0.01,0.1,18.93,7.38,8.01,9
1045.05,4.76,0.08,0.05,15.03,7.84,6.83,10
1424.37,6.24,0.19,0.17,20.29,7.5,5.69,8
366.98,4.8,0.14,0.19,29.88,7.53,3.99,5
1636.81,4.95,0.02,0.08,14.91,7.3,8.83,5
145.12,1.86,0.19,0.09,26.36,7.25,4.41,2
134.87,5.88,0.1,0.02,17.48,7.13,7.6,1
894.25,6.05,0.03,0.01,11.52,7.03,7.22,10
120.06,3.8,0.04,0.18,22.06,7.08,5.61,0
1599.05,5.34,0.18,0.15,17.43,8,6.01,5
1987.89,7.71,0.03,0.04,15.89,7.76,9.28,0
609.5,6.78,0.13,0.02,14.7,7.64,5.9,7
834.92,1.38,0.15,0.09,10.81,7.4,7.88,10
1201.69,7.61,0.14,0.01,12.26,7.23,4.32,10
1496.63,7.04,0.08,0.08,27.02,7.79,2.18,8
1240.93,1.67,0.03,0.2,21.53,7.96,4.06,9
941.13,1.54,0.17,0.11,14.17,7.17,4.5,9
81.81,2.55,0.1,0.17,15.74,7.78,7.35,1
1613.54,4.38,0.2,0.02,26.18,7.4,2.77,5
1614.45,7.25,0.19,0.04,21.45,7.5,4.73,6
644.61,3.35,0.16,0.04,21.69,7.44,5.17,9
141.95,5.85,0.1,0.09,13.39,7.07,8.81,1
1784.49,7.59,0.03,0.14,26.37,7.57,4.15,4
1435,4.86,0.08,0.12,11.88,7.7,4.5,7
1573.73,5.48,0.13,0.15,22.99,7.41,8.05,6
589.33,7.41,0.2,0.07,16.28,7.31,2.31,7
1975.54,6.48,0.16,0.06,27.07,7.45,6.65,1
665.71,2.85,0.19,0.14,15.71,7.91,4.81,8
1562.16,1.15,0.03,0.11,13.58,7.9,6.39,5
687.13,7.84,0.03,0.04,17.58,7.32,6.55,9
1586.42,7.46,0.02,0.2,20.78,7.52,6.18,6
156.4,4.78,0.17,0.06,24.52,7.4,3.52,2
499.8,6.52,0.02,0.1,24.16,7.03,7.21,7
1221.93,3.1,0.12,0.02,17.13,7.44,6.7,8
1025.65,4.45,0.02,0.05,17.15,7.93,9.07,10
405.46,2.36,0.1,0.05,19.83,7.15,2.86,6
1425,6.72,0.1,0.11,29.62,7.03,2.45,7
1100.18,4.53,0.03,0.14,20.47,7.24,6.17,9
447.29,5.41,0.14,0.13,20.49,7.87,6.62,7
1184.42,3.91,0.1,0.11,22.7,7.85,8.66,9
240.37,7.7,0.1,0.12,21.19,7.95,2.37,3
1232.41,4.19,0.09,0.02,28.16,7.67,2.82,10
464.82,6.86,0.13,0.18,16.07,7.82,3.42,6
815.03,2,0.18,0.19,27.27,7.62,7.79,8
584.12,3.29,0.09,0.02,22.26,7.59,4.79,7
572.32,5,0.13,0.09,18.84,7.26,6.26,7
1155.36,2.68,0.12,0.06,24.94,7.33,4.84,9
952.3,5.09,0.14,0.18,22.63,7.38,7.9,9
688.34,4.88,0.02,0.11,17.3,7.54,3.63,8
762.3,4.07,0.04,0.1,13.87,7.43,2.57,9
1607.44,4.99,0.03,0.14,11.33,7.35,2.04,6
1670.05,5.15,0.04,0.07,19.91,7.46,9.03,5
1489.71,3.31,0.05,0.09,15.22,7.2,2.77,8
750.2,7.32,0.09,0.08,19.03,7.11,4.61,9
248.28,2.9,0.03,0.14,10.04,7.1,5.54,4
1777.73,6.38,0.03,0.04,15.51,7.33,2.95,3
794.13,3.06,0.09,0.12,12.58,7.63,6.19,10
50.67,2.24,0.01,0.11,17.39,7.98,7.54,0
1588.84,5.7,0.03,0.16,10.67,7.7,4.59,6
885.69,4.48,0.12,0.06,12.24,7.95,4.01,9
1610.37,2.73,0.17,0.15,28.03,7.48,4.54,7
304.59,4.36,0.15,0.13,16.1,7.75,7.71,5
564.65,7.01,0.15,0.15,20.56,7.83,5.04,8
1531.17,3.54,0.07,0.03,28.72,7.83,6.56,6
372.9,5.95,0.1,0.09,27.94,7.66,4.54,6
1532.67,5.5,0.02,0.15,10.15,7.77,6.87,6
209.46,5.62,0.1,0.18,25.04,7.67,3.26,2
1517.07,7.5,0.15,0.12,26.44,7.85,2.45,8
426.21,3.34,0.04,0.19,26.22,7.08,7.65,6
801.42,6.79,0.15,0.13,12.03,7.77,6.33,10
1503.51,2.71,0.17,0.11,19.57,7.11,5,8
1295.14,6.57,0.19,0.15,20.31,7.14,8.5,9
1446.78,1.27,0.17,0.06,26.52,7.92,2.21,7
1168.05,5.8,0.17,0.19,18.49,7.14,3.59,9
1327.8,2.47,0.15,0.08,27.86,7.67,4.82,9
689.93,5.11,0.18,0.14,24.4,7.09,4.34,9
1759.11,1.39,0.05,0.04,27.28,7.98,5.39,3
1246.68,5.3,0.16,0.05,20.75,7.09,5.35,8
1500.15,2.83,0.14,0.02,24.72,7.61,6.4,7
304.01,5.02,0.04,0.08,13.34,7.08,5.89,3
1622.44,1.13,0.13,0.08,24.25,7.92,3.28,5
107.34,3.98,0.13,0.12,19.2,7.43,4.68,0
990.11,1.46,0.09,0.1,14.59,7.57,9.24,9
1508.56,5.56,0.07,0.03,11.17,7.18,4.06,6
249.97,2.57,0.05,0.03,10.78,7.22,6.39,4
322.67,6.51,0.09,0.15,20.74,7.8,4.82,5
1952.21,4.6,0.16,0.03,28.6,7.98,6.32,0
483.86,4.73,0.11,0.15,27.21,7.51,6.89,6
850.56,5.78,0.18,0.15,17.35,7.99,5.58,9
871.47,6.69,0.01,0.07,15.54,7.94,2.33,9
662.88,7.2,0.04,0.09,25.9,7.08,6.09,8
271.79,3.85,0.05,0.16,29.37,7.83,6.83,4
1643.71,7.11,0.05,0.18,21.95,7.48,7.37,5
1985.2,1.75,0.04,0.03,21.75,7.35,4.56,0
192.67,7.43,0.12,0.17,15.79,7.41,3.12,2
1995.11,4,0.06,0.03,20.31,7.8,4.31,0
1712.2,3.74,0.09,0.17,27.58,7.91,3.09,4
853.99,3.07,0.07,0.15,18.35,7.25,3.86,8
1022.62,1.23,0.06,0.1,26.26,7.54,3.15,10
974.42,5.65,0.02,0.09,18.26,7.56,5.41,10
1731.16,3.97,0.17,0.2,12.81,7.64,9.24,5
1360.6,5.29,0.1,0.04,27.71,7,4.2,8
244.62,4.06,0.04,0.19,21.35,7.58,8.84,3
148.06,7.69,0.09,0.14,20.34,7.57,2.29,2
1563.73,5.75,0.16,0.03,13.05,7.42,8.98,6
970.54,6.57,0.05,0.17,21.53,7.99,6.94,9
410.77,2.62,0.02,0.07,11.87,7.27,4.43,5
912.16,6.61,0.09,0.08,20.46,7.7,3.58,9
1560.68,1.89,0.01,0.15,23.31,7.32,8.8,6
1596.71,2.15,0.14,0.08,28.92,7.58,4.7,6
771.61,1.95,0.13,0.15,19.97,7.07,9.53,9
1999.43,6.15,0.1,0.1,21.58,7.22,4.64,0
480.78,2.4,0.12,0.03,28.69,7.93,3.46,6
467.72,7.71,0.12,0.06,11.52,7.37,3.05,7
1533.28,2.11,0.04,0.02,21.13,7.94,8.59,7
775.1,1.16,0.07,0.05,16.22,7.66,4.09,8
287.77,5.15,0.16,0.02,21.53,7.38,7.33,4
546.86,1.68,0.01,0.12,27.26,7.54,3.36,7
1870.71,4.1,0.13,0.07,18.11,7.59,5.3,1
1732.14,1.36,0.01,0.07,13.03,7.45,3.4,4
1615.07,5.08,0.06,0.1,11.96,7.28,9.16,5
1886.53,4.43,0.16,0.14,18.41,7.67,9.99,1
1268.67,1.97,0.03,0.03,20.02,7,4.23,9
1486.42,1.41,0.04,0.1,29.94,7.23,8.32,8
295.31,1.61,0.05,0.06,16.92,7.35,2.27,4
1845.42,7.29,0.07,0.14,19.23,7.5,7.62,2
1586.07,2.7,0.1,0.13,19.55,7.39,7.89,7
1422.59,7.75,0.14,0.2,29.4,7.98,6.07,7
713.33,7.07,0.02,0.08,12.68,7.32,7.6,9
998.43,3.65,0.13,0.19,19.05,7.8,5.89,9
456.27,4.29,0.2,0.16,24.67,7.6,5.98,6
513.12,7.64,0.17,0.11,19.37,7.88,2.98,8
952.28,4.48,0.15,0.1,25.16,7.32,8.79,9
1567.46,5.95,0.16,0.09,12.69,7.65,5.79,6
475.59,2.58,0.1,0.01,18.01,7.84,9.18,7
1132.13,2.45,0.14,0.07,22.91,7.75,4.91,10
1247.26,6.15,0.07,0.04,21.88,7.9,6.77,10
1421.32,1.92,0.19,0.16,15.8,7.02,6.19,7
457.79,1.22,0.15,0.02,26.5,7.26,6.87,5
333.28,5.45,0.14,0.11,16.75,7.21,4.67,4
1454.18,6.14,0.06,0.07,11.49,7.11,6.12,8
495.11,5.16,0.04,0.02,23.88,7.96,6.8,6
1123.67,5.14,0.14,0.14,19.07,7.16,4.07,10
1590.97,2.04,0.1,0.04,12.97,7.68,6.7,7
137.62,5.87,0.14,0.12,17.46,7.39,8.36,1
327.9,2.87,0.08,0.17,20.23,7.29,7.43,5
184.05,1.1,0.04,0.18,25.1,7.41,5.66,3
354.66,4.91,0.18,0.13,21,7.88,4.73,6
1687.22,4.3,0.16,0.05,13.07,7.41,5.97,5
254.63,3.59,0.07,0.11,21.09,7.77,3.87,2
1643.27,6.34,0.08,0.19,19.71,7.86,6.58,6
917.21,4.58,0.12,0.18,22.93,7.98,2.78,10
512.62,6.82,0.09,0.16,14.58,7.69,5.56,6
1350.26,6.85,0.19,0.16,29.56,7.2,4.6,9
826.38,4.54,0.08,0.08,16.99,7.62,2.02,10
51.95,1.92,0.04,0.2,20.1,7.58,9.37,0
345.39,2.21,0.1,0.11,10.66,7.7,4.36,5
1221.71,7.91,0.1,0.18,29.56,7.8,3.28,8
1274.08,4.15,0.12,0.09,18.01,7.76,8.67,8
1808.37,2.14,0.09,0.13,29.37,7.54,9.03,3
126.93,5.89,0.19,0.01,13.44,7.23,8.82,0
1798.87,3.83,0.11,0.07,23.35,7.97,4.84,3
296.17,3.02,0.16,0.15,27.23,7.86,9.7,3
117.04,3.14,0.14,0.09,10.25,7.83,7.56,0
660.46,7.67,0.16,0.08,15.15,7.25,5.75,7
1552.33,6.65,0.12,0.14,12.57,7.99,2.18,5
1564.15,2.71,0.12,0.04,14.82,7.31,8.47,6
613.09,3.1,0.02,0.19,14.98,7.92,2.4,8
1798.78,5,0.19,0.05,10.93,7.55,8.23,4
1443.83,3.68,0.14,0.06,20.7,7.23,5.09,8
1683.65,2.08,0.1,0.13,12.47,7.56,2.89,4
1242.57,5.94,0.02,0.14,12.06,7.77,2.47,8
621.91,4.75,0.17,0.09,13.81,7.09,6.88,7
1873.37,3.68,0.18,0.02,16.39,7.03,7.34,2
1719.23,3.26,0.2,0.07,10.59,7.97,4.15,5
1041.54,1.2,0.01,0.17,26.61,7.75,9.15,10
999.27,6.46,0.17,0.05,11.39,7.15,7.17,10
477.31,5.47,0.01,0.05,27.22,7.63,8.59,7
1540.38,3.81,0.01,0.19,23.77,7.63,9.11,6
953.57,7.37,0.03,0.11,27.79,7.47,5.86,9
1564.47,5.89,0.02,0.1,21.41,7.86,3.26,6
1651.18,6.16,0.08,0.08,29.54,7.57,8.06,6
1964.99,7.91,0.11,0.12,28.41,7.39,6.71,0
1109.52,1.37,0.17,0.12,17.86,7.74,6.68,9
1257.71,2.94,0.07,0.09,16.18,7.81,6.87,8
165.96,3.79,0.02,0.07,16.38,7.8,3.54,2
1460.61,7.21,0.09,0.08,15.66,7.05,5.1,6
618.43,2.84,0.12,0.18,28.31,7.01,7.54,7
366.13,1.68,0.12,0.13,13.68,7.24,4.96,4
1591.41,4.86,0.09,0.05,29.02,7.95,2.55,6
1512.35,7.92,0.04,0.16,16.81,7.5,5.07,7
466.13,6.86,0.07,0.05,15.09,7.26,6.22,7
1555.54,4.1,0.04,0.18,13.71,7.16,4.12,7
127.41,3.63,0.06,0.16,24.07,7.64,6.91,0
972.11,2.63,0.08,0.14,14.99,7.05,5.96,9
755.43,4.3,0.19,0.16,24.81,7.18,3.52,9
463.36,7.69,0.13,0.12,23.16,7.13,5.32,6
1963.15,3.98,0.1,0.09,17.25,7.28,8.95,0
880.36,3.65,0.11,0.07,16.89,7.16,3.18,9
175.95,6.23,0.04,0.11,11.17,7.19,9.7,2
922.04,3.32,0.14,0.19,20.85,7.36,3.14,10
309.04,6.59,0.05,0.07,26.93,7.4,9.22,5
949.68,7.54,0.09,0.15,25.38,7.08,2.48,10
159.76,6.84,0.18,0.04,14.02,7.63,9.13,2
173.75,3.86,0.03,0.13,10.84,7.55,2.21,1
1253.2,3.91,0.13,0.1,26.58,7.09,8.39,8
233.66,2.45,0.09,0.08,26.63,7.72,4.58,3
1535.94,2.24,0.14,0.15,21.03,7.95,8.79,8
1691.13,4.75,0.2,0.08,23.04,7.7,4.15,4
1107.64,3.18,0.1,0.01,27.36,7.55,7.32,9
240.27,6.56,0.14,0.02,12.77,7.34,3.54,4
263.8,7.95,0.19,0.06,16.16,7.13,4.09,3
1939.26,3.93,0.18,0.19,28.22,7.09,7.3,1
1866.91,5.39,0.14,0.03,24.02,8,9.82,3
355.57,5.37,0.14,0.15,18.08,7.03,6.7,4
1815.95,5.76,0.06,0.05,25.62,7.88,5.3,3
81.08,1.4,0.18,0.03,27.07,7.6,8.22,0
1803.15,2.09,0.04,0.03,17.99,7.3,6.5,3
1178.79,5.08,0.08,0.16,16.52,7.77,4.19,10
1924.53,1.24,0.2,0.1,10.41,7.86,7.94,2
804.9,6.73,0.15,0.1,15.01,7.84,4.46,10
1344.58,6.16,0.16,0.05,11.14,7.69,9.99,9
158.14,2.99,0.15,0.18,15.72,7,6.29,1
1850.69,7.84,0.07,0.1,24.4,7.19,6.09,2
447.72,3.78,0.19,0.19,24.31,7.66,3.81,5
658.24,4.87,0.12,0.19,26.65,7.6,8.52,7
68.27,6.07,0.13,0.03,11.8,7.51,7.71,0
811.97,2.53,0.09,0.19,16.17,7.33,9.73,8
1204.64,7.27,0.02,0.06,17,7.24,3.26,9
137.22,4.37,0.08,0.05,23.92,7.92,6.36,0
398.62,4.08,0.01,0.04,13.48,7.21,7.23,6
966.25,6.49,0.13,0.14,14.55,7.1,8.53,10
138.12,2.87,0.1,0.06,21.27,7.16,4.4,2
1004.22,4.87,0.14,0.06,13.33,7.37,6.15,9
1033.01,6.66,0.15,0.15,15.6,7.69,8.72,10
1991.87,5.25,0.13,0.17,25.08,7.25,8.76,0
1527.16,1.69,0.09,0.05,21.64,7.97,4.81,7
1386.36,2.41,0.06,0.01,17.63,7.04,2.53,9
1388.75,4.92,0.16,0.15,11.09,7.77,6.08,8
507.69,2.46,0.18,0.14,27.44,7.93,3.18,6
1950.14,1.21,0.13,0.05,25.84,7.39,7.72,1
1475.69,2.07,0.2,0.06,28.18,7.94,8.88,7
112.91,5.98,0.05,0.2,21.64,7.45,5.25,1
1138.54,6.45,0.02,0.12,10.63,7.48,4.28,8
219.78,2.16,0.06,0.09,10.59,7.39,6.43,4
1384.68,6.07,0.04,0.03,28.13,7.98,9.44,7
260.71,2.45,0.08,0.15,14.71,7.07,4.8,4
1161.98,3.42,0.03,0.09,15.94,7.25,8.87,8
518.18,2.72,0.1,0.05,16.55,7.32,3.61,7
1347.34,1.91,0.02,0.12,25.1,7.28,7.24,7
1924.43,1.5,0.16,0.11,19.1,7.16,8.28,1
1326.95,5.63,0.14,0.15,18.1,7.04,7.14,7
710.64,5.96,0.11,0.05,29.37,7.99,4.71,7
324.19,5.98,0.09,0.12,21.95,7.62,7.21,5
1725.74,6.22,0.09,0.17,10.89,7.01,3.44,4
979.45,4.33,0.06,0.09,13.07,7.94,8.76,8
1118.47,1.49,0.11,0.15,17.65,7.78,4.02,9
1521,5.44,0.05,0.09,11.42,7.18,3.7,7
1974.17,4.29,0.18,0.14,19.72,7.05,5.52,0
1506.97,6.91,0.07,0.13,14.08,7.17,8.05,8
1767.62,2.8,0.16,0.05,25.27,7.07,3.13,3
1287.4,7.34,0.08,0.09,16.56,7.46,9.52,8
961.3,4.82,0.18,0.16,10.12,7.42,6.97,9
1293.04,5.22,0.19,0.18,11,7.8,8.32,9
304.69,2.17,0.05,0.13,17.05,7.3,6.75,4
644.62,3.32,0.18,0.07,25.09,7.18,4.94,7
1796.93,2.74,0.11,0.03,19.34,7.7,2.84,4
1228.93,3.23,0.06,0.11,26.7,7.18,3.13,9
878.96,1.16,0.11,0.07,23.97,7.99,6.25,9
1196.44,4.57,0.16,0.19,24.78,7.64,6.02,9
1952.61,3.59,0.17,0.16,26,7.32,8.25,0
1837.67,5.48,0.16,0.1,22.16,7.37,8.7,2
93.32,2.38,0.18,0.18,10.88,7.16,5.42,0
1653.77,5.2,0.08,0.15,17.94,7.32,2.25,4
836.44,5.14,0.09,0.16,26.15,7.84,7.04,9
131.82,5.2,0.15,0.03,17.48,7.05,8.6,2
1720.19,6.51,0.15,0.18,18.06,7.15,4.22,3
1916.31,5.48,0.05,0.17,21,7.17,6.76,2
1555.57,5.81,0.02,0.1,22.54,7.59,5.55,6
51.72,6.68,0.1,0.14,14.67,7.33,2.92,0
1411.76,5.25,0.12,0.18,24.42,7.06,4.47,8
660.78,7.95,0.17,0.05,15.94,7.77,3.58,8
1102.89,3.55,0.15,0.06,23.91,7.59,9.97,10
263.98,1.74,0.15,0.12,25.87,7.88,4.01,3
